product,n_shops,n_rows,udvabony_price,udvabony_url,udvabony_name,techshopbd_price,techshopbd_url,techshopbd_name,makersbd_price,makersbd_url,makersbd_name,electronics.com.bd_price,electronics.com.bd_url,electronics.com.bd_name
XY-USB4 USB Adapter Board Male To Female Micro Type-C 4P 2.54mm USB4 Module Converter 4 In 1 USB Adapters Board 5V USB Male To Female Distribution Board Head USB Male To Type C To Micro USB To 2.54mm 4P USB Converter Adapters,1,1,120.0,https://udvabony.com/product/usb-adapters-male-to-female-micro-type-c-4p/,XY-USB4 USB Adapter Board Male To Female Micro Type-C 4P 2.54mm USB4 Module Converter 4 In 1 USB Adapters Board 5V USB Male To Female Distribution Board Head USB Male To Type C To Micro USB To 2.54mm 4P USB Converter Adapters,,,,,,,,,
Blue Round Sponge 50mm Sponge For Soldering Iron Sponge Size 50x2mm ESD Tip Cleaning Sponge ESD Soldering Stations Iron Tip Sponge Cleaner Pads,1,1,20.0,https://udvabony.com/product/round-sponge-50mm-sponge-for-soldering-iron/,Blue Round Sponge 50mm Sponge For Soldering Iron Sponge Size 50x2mm ESD Tip Cleaning Sponge ESD Soldering Stations Iron Tip Sponge Cleaner Pads,,,,,,,,,
Type C BREAKOUT Board Connector 14 Pin Female Sockets Type-C Welding Wire 4P With PCB Board Female Seat Charging Data Line Female Head Type C Mother Seat Adapters Type C Connector,1,1,20.0,https://udvabony.com/product/type-c-breakout-board-14-pin-female-sockets/,Type C BREAKOUT Board Connector 14 Pin Female Sockets Type-C Welding Wire 4P With PCB Board Female Seat Charging Data Line Female Head Type C Mother Seat Adapters Type C Connector,,,,,,,,,
5V USB Fan Speed Regulator 5V Micro USB Fan Speed Controller Regulator 5W USB Fan Speed Controller Module Reducing Noise Switches Module Air Volume Regulators LED Controller,2,2,110.0,https://udvabony.com/product/5w-usb-fan-regulator-5v-speed-controller/,5V USB Fan Speed Regulator 5V Micro USB Fan Speed Controller Regulator 5W USB Fan Speed Controller Module Reducing Noise Switches Module Air Volume Regulators LED Controller,,,,150.0,https://makersbd.com/product/5v-usb-small-fan-speed-controller-regulator-with-switch-5w-load-176,5V USB Small Fan Speed Controller Regulator with Switch 5W Load,,,
HW-234 CH340N TYPE-C Interface USB To TTL Serial Port Module CH340N DC 5V 3.3V 5 Pin Leads Header Type C USB To TTL CH340N Module Adapters,1,1,189.0,https://udvabony.com/product/type-c-interface-usb-to-ttl-serial-port/,HW-234 CH340N TYPE-C Interface USB To TTL Serial Port Module CH340N DC 5V 3.3V 5 Pin Leads Header Type C USB To TTL CH340N Module Adapters,,,,,,,,,
Multi Output Voltage Conversion 3.3V 5V 12V Power Module DC DC Voltage Conversion Module 12V To 3.3V 5V 12V Reduction Adapters,2,2,59.0,https://udvabony.com/product/multi-output-voltage-3-3v-5v-12v-power-module/,Multi Output Voltage Conversion 3.3V 5V 12V Power Module DC DC Voltage Conversion Module 12V To 3.3V 5V 12V Reduction Adapters,,,,,,,83.0,https://electronics.com.bd/dc-dc-12v-to-3-3v-5v-12v-power-module-multi-output-voltage-conversion,DC-DC 12V to 3.3V 5V 12V Power Module Multi Output Voltage Conversion
Water Flowing Light LED Module Driver Lamp DIY Kit NE555 CD4017 2.5-14.5V LED Chaser DIY Kit Flowing Water Red Lights LED Handmade DIY Kit,2,2,80.0,https://udvabony.com/product/water-flowing-light-led-lamp-kit-ne555-cd4017/,Water Flowing Light LED Module Driver Lamp DIY Kit NE555 CD4017 2.5-14.5V LED Chaser DIY Kit Flowing Water Red Lights LED Handmade DIY Kit,,,,,,,207.0,https://electronics.com.bd/ne555cd4017-light-water-flowing-light-led-module-diy-kit,NE555+CD4017 Light Water Flowing Light LED Module DIY Kit
KA2284 Power & Audio Level Indicator Module KA2284 Power Level Indicator Battery Indicator Pro Audio Level Indicator Module KA2284 Sound Level Indicator 3.5V-12V LED Battery Indicator Adapters,1,1,99.0,https://udvabony.com/product/ka2284-power-audio-level-indicator-module/,KA2284 Power & Audio Level Indicator Module KA2284 Power Level Indicator Battery Indicator Pro Audio Level Indicator Module KA2284 Sound Level Indicator 3.5V-12V LED Battery Indicator Adapters,,,,,,,,,
TEA2025B Double Sound Port Plate 2.0 Computer Speaker Port HiFi Mini Speaker Circuit Board 3W 3W 5-12V TEA2025 Amplifier Circuit Module Home Theaters Amp Circuit,1,1,240.0,https://udvabony.com/product/tea2025b-double-sound-amplifier-circuit-board/,TEA2025B Double Sound Port Plate 2.0 Computer Speaker Port HiFi Mini Speaker Circuit Board 3W 3W 5-12V TEA2025 Amplifier Circuit Module Home Theaters Amp Circuit,,,,,,,,,
MAX6675 Circuit DC 3-5V MAX6675 Module With K Type Thermocouple Temperature Sensor Thermocouple Sensor MAX6675 Module + K Type Thermocouple Sensor,2,2,399.0,https://udvabony.com/product/max6675-module-k-type-thermocouple-sensor/,MAX6675 Circuit DC 3-5V MAX6675 Module With K Type Thermocouple Temperature Sensor Thermocouple Sensor MAX6675 Module + K Type Thermocouple Sensor,,,,,,,380.0,https://electronics.com.bd/max6675-module-with-k-type-thermocouple-sensor,MAX6675 Module with K Type Thermocouple Sensor
220V GREEN 5mm LED Light Indicator 110-220V 5mm Welding Line Indicator Signal LED Light Emitting Diodes 5mm Green LED Light Bulbs 220V Indicator With Cables,1,2,35.0,https://udvabony.com/product/220v-red-5mm-led-light-indicator-light-bulbs/,220V RED 5mm LED Light Indicator 110-220V 5mm Welding Line Indicator Signal LED Light Emitting Diodes 5mm Red LED Light Bulbs 220V Indicator With Cables,,,,,,,,,
390uF 420V Capacitor RADIAL Electrolytic Capacitor 390uF Capacitor Pin Type Polarized Aluminum Electrolytic Capacitors 2 Pin Leads,1,1,240.0,https://udvabony.com/product/390uf-420v-capacitor-radial-electrolytic-cap/,390uF 420V Capacitor RADIAL Electrolytic Capacitor 390uF Capacitor Pin Type Polarized Aluminum Electrolytic Capacitors 2 Pin Leads,,,,,,,,,
WAL-TON Charger Fan Circuit AC DC Fan Circuit Charger Circuit Charging Control Fan Circuit Board For AC DC Charger Fan AC DC Rechargeable Fan Circuit For Wal-ton,1,2,499.0,https://udvabony.com/product/wal-ton-charger-fan-circuit-dc-fan-circuit/,WAL-TON Charger Fan Circuit AC DC Fan Circuit Charger Circuit Charging Control Fan Circuit Board For AC DC Charger Fan AC DC Rechargeable Fan Circuit For Wal-ton,,,,,,,,,
F0136R Charger Fan Circuit AC DC Fan Circuit For AC DC Charger Fan AC DC Rechargeable Fan Circuit With Display Rechargeable Fan Remote Control Circuit Board Digital LED Display PWM Fan Speed Control LED Indicator,1,1,199.0,https://udvabony.com/product/f0136r-charger-fan-circuit-ac-dc-circuit/,F0136R Charger Fan Circuit AC DC Fan Circuit For AC DC Charger Fan AC DC Rechargeable Fan Circuit With Display Rechargeable Fan Remote Control Circuit Board Digital LED Display PWM Fan Speed Control LED Indicator,,,,,,,,,
F0178D Charger Fan Circuit AC DC Fan Circuit For AC DC Charger Fan AC DC Rechargeable Fan Circuit With Digital LED Display PWM Fan Speed Control LED Lamp ON OFF Functionality Included,1,1,280.0,https://udvabony.com/product/f0178d-rechargeable-fan-circuit-ac-dc-fan/,F0178D Charger Fan Circuit AC DC Fan Circuit For AC DC Charger Fan AC DC Rechargeable Fan Circuit With Digital LED Display PWM Fan Speed Control LED Lamp ON OFF Functionality Included,,,,,,,,,
FAN7392 High Current Gate Drive 7392 IC DIP 14 Pin Leads Fan 7392 Chip FAN7392 High And Low-Side Gate-Drive IC DIP-14 Package,1,1,170.0,https://udvabony.com/product/fan7392-8-pin-high-current-gate-drive-ic/,FAN7392 High Current Gate Drive 7392 IC DIP 14 Pin Leads Fan 7392 Chip FAN7392 High And Low-Side Gate-Drive IC DIP-14 Package,,,,,,,,,
CHINA Empty IPS BOARD 16 Transistor IPS Board Pure Sine Wave 1600VA IPS Board 16 Transistor Single Layer DC 12V 1400W IPS Board Adapters,1,1,350.0,https://udvabony.com/product/china-empty-ips-board-20-transistor-ips-board/,CHINA Empty IPS BOARD 16 Transistor IPS Board Pure Sine Wave 1600VA IPS Board 16 Transistor Single Layer DC 12V 1400W IPS Board Adapters,,,,,,,,,
UPS Mini Router Circuit Board 40W V2.6,1,1,440.0,https://udvabony.com/product/ups-mini-router-circuit-board-40w-v2-6/,UPS Mini Router Circuit Board 40W V2.6,,,,,,,,,
MINI IPS Board Transformer 6 Pin Chapar For SUKAM,1,1,55.0,https://udvabony.com/product/mini-ips-board-transformer-6-pin-chapar/,MINI IPS Board Transformer 6 Pin Chapar For SUKAM,,,,,,,,,
E18-D80NK Adjustable Infrared Sensor Switch 3-80cm Infrared Obstacle Avoidance Sensor E18-D80NK Adjustable Infrared Proximity Sensor Switches 3-80cm Detection Range,1,1,399.0,https://udvabony.com/product/e18-d80nk-adjustable-infrared-sensor-switch/,E18-D80NK Adjustable Infrared Sensor Switch 3-80cm Infrared Obstacle Avoidance Sensor E18-D80NK Adjustable Infrared Proximity Sensor Switches 3-80cm Detection Range,,,,,,,,,
CHINESE DSP 30F2010 Pure Sine Wave Board BLANK Board Chinese Glass Fiber IPS Board Inverter Board Blank Inverter Empty Board For IPS DSP 30F2010 IPS DSP Board,1,1,399.0,https://udvabony.com/product/china-dsp-pure-sine-wave-board/,CHINESE DSP 30F2010 Pure Sine Wave Board BLANK Board Chinese Glass Fiber IPS Board Inverter Board Blank Inverter Empty Board For IPS DSP 30F2010 IPS DSP Board,,,,,,,,,
NCE80TD60BT Transistor NCE80TD60 Transistor IC 80TD60 IGBT 80A 600V IGBT Transistor TO-247 3 Pin Leads Switching Power N-Channel Transistor NCE80TD60 MOSFET,1,1,339.0,https://udvabony.com/product/nce80td60bt-80td60-igbt-80a-600v-igbt/,NCE80TD60BT Transistor NCE80TD60 Transistor IC 80TD60 IGBT 80A 600V IGBT Transistor TO-247 3 Pin Leads Switching Power N-Channel Transistor NCE80TD60 MOSFET,,,,,,,,,
iSHEEL Mortar Mini Screwdriver 0.8mm Phone Repair ishell 0.8mm SCREWDRIVER Precision Screwdriver Iron Screw Driver Tool Kit Heavy Duty Screwdriver For Watch Mobile Repair,1,1,240.0,https://udvabony.com/product/isheel-mortar-mini-screwdriver-phone-repair/,iSHEEL Mortar Mini Screwdriver 0.8mm Phone Repair ishell 0.8mm SCREWDRIVER Precision Screwdriver Iron Screw Driver Tool Kit Heavy Duty Screwdriver For Watch Mobile Repair,,,,,,,,,
24 In 1 Multifunction Screwdriver Toolkit NO-8124 For Watch Phone Laptop Repair Tools Heavy Duty Screwdriver Set Multi Functional 24 In 1 Screwdriver,1,1,480.0,https://udvabony.com/product/multifunction-screwdriver-watch-phone-laptop-2/,24 In 1 Multifunction Screwdriver Toolkit NO-8124 For Watch Phone Laptop Repair Tools Heavy Duty Screwdriver Set Multi Functional 24 In 1 Screwdriver,,,,,,,,,
5 Meter SC/UPC-SC/UPC-SM SX -3mm PVC 3.0mm Optical Fiber Cable Patch Cord Cable,1,1,120.0,https://udvabony.com/product/5-meter-sc-upc-sc-upc-sm-sx-3mm-pvc-fiber/,5 Meter SC/UPC-SC/UPC-SM SX -3mm PVC 3.0mm Optical Fiber Cable Patch Cord Cable,,,,,,,,,
Relay 12V 60A 5Pin Car Truck Auto Automotive,1,1,1050.0,https://udvabony.com/product/relay-12v-60a-5pin-car-truck-auto-automotive/,Relay 12V 60A 5Pin Car Truck Auto Automotive,,,,,,,,,
EZP2010 USB High Speed Programmer SPI Support 24 25 93 EEPROM Flash Bios Chip EZP2010 High Speed SPI FLASH Programmer 24/25/93 BIOS 25T80 Burning EZP2010V High Speed SPI FLASH Driverless Programmer,1,1,2250.0,https://udvabony.com/product/ezp2010-usb-high-speed-programmer-spi-support/,EZP2010 USB High Speed Programmer SPI Support 24 25 93 EEPROM Flash Bios Chip EZP2010 High Speed SPI FLASH Programmer 24/25/93 BIOS 25T80 Burning EZP2010V High Speed SPI FLASH Driverless Programmer,,,,,,,,,
Original TDA1554Q IC Audio TDA1554 Amplifiers IC 6V 12V 18V 2A 15W 15W Dual Bridge Audio Amplifiers 2 Channel Stereo Audio Amplifier 17 Pin Leads Audio TDA1554 Amplifier Chip,1,1,220.0,https://udvabony.com/product/orginal-tda1554q-ic-tda-1554-tda1554q-ic-6v/,Original TDA1554Q IC Audio TDA1554 Amplifiers IC 6V 12V 18V 2A 15W 15W Dual Bridge Audio Amplifiers 2 Channel Stereo Audio Amplifier 17 Pin Leads Audio TDA1554 Amplifier Chip,,,,,,,,,
ESP32-CAM Programmer CH340 Downloader Adapter Board with Micro-USB,2,2,220.0,https://udvabony.com/product/esp32-cam-wifi-bluetooth-development-board/,Micro USB Programmer Base for ESP32-CAM,,,,,,,219.0,https://electronics.com.bd/esp32-cam-programmer-adapter-board-ch340-downloader,ESP32-CAM Programmer CH340 Downloader Adapter Board with Micro-USB
Tin Plated Copper SC10-8 8mm Bolt 10mm2 Cables 7AWG Lug Connector SC10-8 Ring Connectors Bare Cables SC10-8 Battery Terminal Connector Silver Tone Lug Cable Ends Crimp SC10-8 Lug Connector,1,2,10.0,https://udvabony.com/product/tinned-copper-sc10-8-battery-terminal/,Tin Plated Copper SC10-8 8mm Bolt 10mm2 Cables 7AWG Lug Connector SC10-8 Ring Connectors Bare Cables SC10-8 Battery Terminal Connector Silver Tone Lug Cable Ends Crimp SC10-8 Lug Connector,,,,,,,,,
CBB61 Ceiling Fan Capacitor 3.5uF 450V AC 50/60Hz With Cables 450V Capacitor CBB61 Fan Capacitor 3.5uFCapacitor 450V Ceiling Fan Capacitor,1,1,60.0,https://udvabony.com/product/cbb-3-5uf-box-type-ceiling-fan-capacitor/,CBB61 Ceiling Fan Capacitor 3.5uF 450V AC 50/60Hz With Cables 450V Capacitor CBB61 Fan Capacitor 3.5uFCapacitor 450V Ceiling Fan Capacitor,,,,,,,,,
BOX TYPE 0.01K 10nF 103J 0.01uf 100VAC Electric Power Polypropylene Metal Film Box Capacitor Axial Film Molded 100nF 100VAC Capacitors 2 Pin Leads Connections Leg,1,1,4.0,https://udvabony.com/product/box-type-10nf-103j-0-01uf-100vac-electric/,BOX TYPE 0.01K 10nF 103J 0.01uf 100VAC Electric Power Polypropylene Metal Film Box Capacitor Axial Film Molded 100nF 100VAC Capacitors 2 Pin Leads Connections Leg,,,,,,,,,
Cables With Type B Male USB Cable Connector Open Cable Ends USB 2.0 Connector 2 Wire Micro USB Male Jack Power Supply Cable 2 Pin Wire Micro USB Plugs Sockets,1,1,8.0,https://udvabony.com/product/micro-usb-male-jack-to-open-end-with-cable/,Cables With Type B Male USB Cable Connector Open Cable Ends USB 2.0 Connector 2 Wire Micro USB Male Jack Power Supply Cable 2 Pin Wire Micro USB Plugs Sockets,,,,,,,,,
VT-141 Vtech Rapid 3 Ton 4 Minutes Epoxy Clear 28.4gm V-TECH RAPID 3 TON EPOXY Adhesives AB Epoxy Adhesives A Resin B Hardener 4 Minute Negative Positive Epoxy,1,1,199.0,https://udvabony.com/product/vt-141-vtech-rapid-3-ton-4-minutes-epoxy/,VT-141 Vtech Rapid 3 Ton 4 Minutes Epoxy Clear 28.4gm V-TECH RAPID 3 TON EPOXY Adhesives AB Epoxy Adhesives A Resin B Hardener 4 Minute Negative Positive Epoxy,,,,,,,,,
Clear Acrylic Case For UPS Mini Router Circuit Module Casing UPS Mini Router Circuit 40W Circuit Acrylic Case Protective Box For UNO Circuit,2,2,170.0,https://udvabony.com/product/ups-mini-router-circuit-module-casing/,Clear Acrylic Case For UPS Mini Router Circuit Module Casing UPS Mini Router Circuit 40W Circuit Acrylic Case Protective Box For UNO Circuit,,,,160.0,https://makersbd.com/product/mini-ups-box-40w-router-ups-case,MINI UPS BOX 40W Router UPS Circuit DIY Laser Cut Case,,,
XL4005 Buck Converter 75W 5A XL4005 DC-DC 5-32V Adjustable Step Down 5A Buck Power Supply Module Adapters XL4005 DC DC Step Down Buck Converter Power 5-32V To 0.8V-24V Buck Module,2,2,280.0,https://udvabony.com/product/xl4005-buck-converter-75w-5a-step-down-module/,XL4005 Buck Converter 75W 5A XL4005 DC-DC 5-32V Adjustable Step Down 5A Buck Power Supply Module Adapters XL4005 DC DC Step Down Buck Converter Power 5-32V To 0.8V-24V Buck Module,,,,,,,650.0,https://electronics.com.bd/xl4015-buck-converter-module,DC-DC Power Supply Buck Converter XL4015 5A Step Down Adjustable Converter Module
10Pcs – Chinese IPS UPS Cable Rubber Loop Bosh Black & Orange Color 10mm Hole Electrical Conductor Wire Protector Ring Type,1,1,20.0,https://udvabony.com/product/10pcs-ips-ups-cable-rubber-loop-bosh-black/,10Pcs – Chinese IPS UPS Cable Rubber Loop Bosh Black & Orange Color 10mm Hole Electrical Conductor Wire Protector Ring Type,,,,,,,,,
Gold Color 900M-T-I Soldering Bit Soldering Iron Bit Solder Iron Bit For Soldering Station 900M-T-I Soldering Iron Tip Shape-I 900M I Iron Bit 25W 40W 60W Soldering Iron Bit,1,1,110.0,https://udvabony.com/product/gold-color-900m-t-i-soldering-tip-bit-lead/,Gold Color 900M-T-I Soldering Bit Soldering Iron Bit Solder Iron Bit For Soldering Station 900M-T-I Soldering Iron Tip Shape-I 900M I Iron Bit 25W 40W 60W Soldering Iron Bit,,,,,,,,,
21 Slots Components Storage Box 21 Slots Multi Functional Transparent Plastic Storage Box Case 21 Slots For Jewelry Electronic Parts IC Storage,1,1,170.0,https://udvabony.com/product/21-slots-components-box-transparent-box-case/,21 Slots Components Storage Box 21 Slots Multi Functional Transparent Plastic Storage Box Case 21 Slots For Jewelry Electronic Parts IC Storage,,,,,,,,,
NS High Performance Epoxy Adhesive 4 Mins Epoxy Steel Epoxy Glue 20gm Steel Epoxy AB Rapid Steel Epoxy A Resin B Hardener Steel Epoxy,1,1,99.0,https://udvabony.com/product/high-performance-epoxy-4-mins-epoxy-steel/,NS High Performance Epoxy Adhesive 4 Mins Epoxy Steel Epoxy Glue 20gm Steel Epoxy AB Rapid Steel Epoxy A Resin B Hardener Steel Epoxy,,,,,,,,,
RELIFE RL-404S Solder Paste Lead Free 138C Low Temperature 10cc Tin Liquid BGA Soldering Fluxes Rework Repair Welding Flux Solder Paste Relife RL-404S 138℃ Solder Paste With Matching Needle + Putter,1,1,380.0,https://udvabony.com/product/relife-soldering-paste-lead-free-flux-paste/,RELIFE RL-404S Solder Paste Lead Free 138C Low Temperature 10cc Tin Liquid BGA Soldering Fluxes Rework Repair Welding Flux Solder Paste Relife RL-404S 138℃ Solder Paste With Matching Needle + Putter,,,,,,,,,
100gm 1mm Soldering Lead Rang Wire For Soldering Mobile Repair DIY,1,1,280.0,https://udvabony.com/product/better-quality-100gm-0-8mm-soldering-lead/,100gm 1mm Soldering Lead Rang Wire For Soldering Mobile Repair DIY,,,,,,,,,
Electronic Bikes 12V Motor DC 12V High Speed Motor With Gear Pully Electronic Kids Bikes Motor DIY 2846 DC Motors With Gear Pulley Tools Sets 12V Electronic Kids Bikes Motor,1,1,220.0,https://udvabony.com/product/12v-motor-12v-high-speed-motor-gear-pully/,Electronic Bikes 12V Motor DC 12V High Speed Motor With Gear Pully Electronic Kids Bikes Motor DIY 2846 DC Motors With Gear Pulley Tools Sets 12V Electronic Kids Bikes Motor,,,,,,,,,
PF083A 8 Pins Power Relay Base Socket For MK2P AH3 ST3P DH48S Time Relay 10A 250V PF083A Plastic 8 Pin Power Relay Base Socket Terminals Mount Socket,1,1,60.0,https://udvabony.com/product/pf083a-8-pins-power-relay-base-socket-mk2p/,PF083A 8 Pins Power Relay Base Socket For MK2P AH3 ST3P DH48S Time Relay 10A 250V PF083A Plastic 8 Pin Power Relay Base Socket Terminals Mount Socket,,,,,,,,,
DB9 Female Connector Module DB9 Female Screw Terminal To RS232 RS485 Conversion Board 9 Pin 9 Hole DB9 Connector DB9 To Screw Terminal Adapters DB9 RS232 Connector DB9 Module DB9 Breakout Board,1,2,110.0,https://udvabony.com/product/db9-male-connector-db9-male-screw-terminal/,DB9 Male Connector Module DB9 Male Screw Terminal To RS232 RS485 Conversion Board 9 Pin 9 Hole DB9 Connector DB9 To Screw Terminal Adapters DB9 RS232 Connector DB9 Module DB9 Breakout Board,,,,,,,,,
Rice Cooker Contact Switchs High Power Contact T Switch Contact Switch Universal Rice Cooker Switch Assembly Rice Cooker Rice Cooler Silver Plated Contact T-Switch Rice Cooker Pati Switch,1,1,50.0,https://udvabony.com/product/rice-cooker-contact-switch-contact-t-switch/,Rice Cooker Contact Switchs High Power Contact T Switch Contact Switch Universal Rice Cooker Switch Assembly Rice Cooker Rice Cooler Silver Plated Contact T-Switch Rice Cooker Pati Switch,,,,,,,,,
MF Capacitor Original 3.5uF Celling Fan Capacitor KOREA Standard High Quality 3.5uF 50Hz 60Hz 0.49A 450VAC Capacitor 2 Pin Leads 3.5uF Capacitor 3.5uF Fan Capacitor,1,3,75.0,https://udvabony.com/product/3-5uf-celling-fan-capacitor-3-5uf-capacitor-3/,SF Capacitor With Cables 3.5uF Celling Fan Capacitor ITALY TECH High Quality 3.5uF 50Hz 60Hz 450VAC Capacitor 2 Pin Leads 3.5uF Capacitor 3.5uF Fan Capacitor,,,,,,,,,
Mini 3.5 Inch Wire Cable Cutters Cutting Side Snips Pliers Tools Lock Nipper with Flush Hand Diagonal Mini Pliers Small Soft Cutting Electronic Pliers Wire Cutters 3.5 Inch Mini DIY Cutting Diagonal Pliers,1,1,229.0,https://udvabony.com/product/wire-cable-cutters-cutting-side-snips-pliers/,Mini 3.5 Inch Wire Cable Cutters Cutting Side Snips Pliers Tools Lock Nipper with Flush Hand Diagonal Mini Pliers Small Soft Cutting Electronic Pliers Wire Cutters 3.5 Inch Mini DIY Cutting Diagonal Pliers,,,,,,,,,
IPS Relay 12V SONGLE Relay DC 12V 30A 250VAC 5 Pin Coil SPDT Power Relay SLC-12VDC-SL-C PCB Mount Power Relays Switches DC 12V IPS Relay Switches Black 12V Relay,1,1,99.0,https://udvabony.com/product/ips-relay-12v-songle-relay-dc-12v-dc12v-30a/,IPS Relay 12V SONGLE Relay DC 12V 30A 250VAC 5 Pin Coil SPDT Power Relay SLC-12VDC-SL-C PCB Mount Power Relays Switches DC 12V IPS Relay Switches Black 12V Relay,,,,,,,,,
E09A92GA Program IC Driver SOP-24 Leads E09A92GA TSSOP24 Chip IC Program IC Driver Chip E09A92GA IC Integrated Circuit E09A92 Driver IC,1,1,340.0,https://udvabony.com/product/program-ic-driver-chip-e09a92ga-e09a92-sop-24/,E09A92GA Program IC Driver SOP-24 Leads E09A92GA TSSOP24 Chip IC Program IC Driver Chip E09A92GA IC Integrated Circuit E09A92 Driver IC,,,,,,,,,
HONEYTEK A3399 Clamp Meter A3399 Multifunctional Digital Clamp Meter DC AC Voltage AC Current Resistance Capacitance Frequency Tester A3399 Digital Clamp Multimeter Ammeter,1,1,899.0,https://udvabony.com/product/a3399-honeytek-multifunctional-digital-clamp/,HONEYTEK A3399 Clamp Meter A3399 Multifunctional Digital Clamp Meter DC AC Voltage AC Current Resistance Capacitance Frequency Tester A3399 Digital Clamp Multimeter Ammeter,,,,,,,,,
MBR3040PT 400V 30A High Voltage Fast Recovery Rectifier Diode,1,1,99.0,https://udvabony.com/product/mur3040pt-mur3040-3040-30a-400v-to-247-3p/,MBR3040PT 400V 30A High Voltage Fast Recovery Rectifier Diode,,,,,,,,,
LNK626PG AC DC Converter IC LNK626PG Power IC For Welding Machine Power Supply LNK626PG Off Line Switching IC With Precision Constant Voltage CV Control On Primary Side LNK626 IC,1,1,150.0,https://udvabony.com/product/lnk626pg-626-ad-dc-converter-line-switcher/,LNK626PG AC DC Converter IC LNK626PG Power IC For Welding Machine Power Supply LNK626PG Off Line Switching IC With Precision Constant Voltage CV Control On Primary Side LNK626 IC,,,,,,,,,
DE-99 TV Remote Controller DE-99 TV Remote Control TV Remote 26A6-EP02WICN LCD TV Remote TV Smart TV Remote For RANGS TRANSTEC China Smart LED TV Remote,1,1,150.0,https://udvabony.com/product/de-99-tv-remote-control-lcd-led-tv-remote-tv/,DE-99 TV Remote Controller DE-99 TV Remote Control TV Remote 26A6-EP02WICN LCD TV Remote TV Smart TV Remote For RANGS TRANSTEC China Smart LED TV Remote,,,,,,,,,
RC301 TV Remote Controller RC301 TV Remote Control TV Remote AST-102F LCD TV Remote TV Smart TV Remote For China Smart LED TV Remote,1,1,110.0,https://udvabony.com/product/rc301-tv-remote-control-lcd-led-tv-remote-tv/,RC301 TV Remote Controller RC301 TV Remote Control TV Remote AST-102F LCD TV Remote TV Smart TV Remote For China Smart LED TV Remote,,,,,,,,,
RC-71 TV Remote Controller RC-71 Remote Control TV Remote Smart LCD TV Remote TV Smart TV Remote For Smart LED TV Remote NETFLIX YouTube,1,1,120.0,https://udvabony.com/product/rc-71-tv-remote-control-lcd-led-tv-remote-tv/,RC-71 TV Remote Controller RC-71 Remote Control TV Remote Smart LCD TV Remote TV Smart TV Remote For Smart LED TV Remote NETFLIX YouTube,,,,,,,,,
CH-LED43 Remote Controller CH-LED43 TV Remote Control TV Remote Smart LCD TV Remote TV Smart TV Remote For Smart LED TV Remote,1,1,120.0,https://udvabony.com/product/led43-tv-remote-control-lcd-led-tv-remote-tv/,CH-LED43 Remote Controller CH-LED43 TV Remote Control TV Remote Smart LCD TV Remote TV Smart TV Remote For Smart LED TV Remote,,,,,,,,,
MEDIA LED TV Remote Controller MEDIA LED TV Remote Control TV Remote Smart LCD TV Remote TV Smart TV Remote For Smart LED TV Remote,1,1,110.0,https://udvabony.com/product/led-tv-remote-control-lcd-tv-remote-tv-smart/,MEDIA LED TV Remote Controller MEDIA LED TV Remote Control TV Remote Smart LCD TV Remote TV Smart TV Remote For Smart LED TV Remote,,,,,,,,,
VISION TV Remote Controller VISION Remote Control TV Remote Smart LCD TV Remote TV Smart TV Remote For Smart LED TV Remote NETFLIX YouTube,1,1,150.0,https://udvabony.com/product/vision-tv-remote-control-lcd-led-tv-remote/,VISION TV Remote Controller VISION Remote Control TV Remote Smart LCD TV Remote TV Smart TV Remote For Smart LED TV Remote NETFLIX YouTube,,,,,,,,,
VERTEX TV Remote Controller VERTEX Remote Control TV Remote Smart LCD TV Remote TV Smart TV Remote For Smart LED TV Remote NETFLIX YouTube Amazon,1,1,150.0,https://udvabony.com/product/vertex-tv-remote-control-lcd-led-tv-remote/,VERTEX TV Remote Controller VERTEX Remote Control TV Remote Smart LCD TV Remote TV Smart TV Remote For Smart LED TV Remote NETFLIX YouTube Amazon,,,,,,,,,
WALTON DOLBY TV Remote Controller WALTON Remote Control TV Remote Smart LCD TV Remote TV Smart TV Remote For Smart LED TV Remote NETFLIX YouTube,1,2,140.0,https://udvabony.com/product/walton-tv-remote-control-lcd-led-tv-remote/,WALTON TV Remote Controller WALTON Remote Control TV Remote Smart LCD TV Remote TV Smart TV Remote For Smart LED TV Remote,,,,,,,,,
CHINESE 5V Delay Timer Module HW-010 Delay Timer 0-10 Sec Delay Timer Switches Adjustable Module NE555 Time Delay Relay Switch 5V Delay Relay Module 0-10Sec 5V Delay Circuit Adapters,1,1,140.0,https://udvabony.com/product/delay-timer-dc-5v-delay-relay-module-timer/,CHINESE 5V Delay Timer Module HW-010 Delay Timer 0-10 Sec Delay Timer Switches Adjustable Module NE555 Time Delay Relay Switch 5V Delay Relay Module 0-10Sec 5V Delay Circuit Adapters,,,,,,,,,
5 Feet Length Pure Nickel Strip 99.6% Pure Nickel Strip 0.1mm Thick 3mm Width Ni Plate Tape Nickel Sheet 3mm Nickel Strip For 18650 Battery AAA AA Battery Spot Welding Battery,1,1,100.0,https://udvabony.com/product/3mm-width-pure-nickel-strip-0-1mm-thick-tape/,5 Feet Length Pure Nickel Strip 99.6% Pure Nickel Strip 0.1mm Thick 3mm Width Ni Plate Tape Nickel Sheet 3mm Nickel Strip For 18650 Battery AAA AA Battery Spot Welding Battery,,,,,,,,,
